,id,const,row_max,row_min,row_ever,row_fangcha,colum_max,colum_min,colum_ever,colum_fangcha,neg_max,neg_min,neg_ever,neg_fangcha,dianli_max,dianli_min,dianli_ever,dianli_fangcha,sur_row,sur_colum,sur_neg,sur_dianli,center_elec_num,sur_elec_num,plus1,plus2,plus3,plus4,plus5,plus6,plus7,plus8,plus9,plus10,plus11,plus12,is_daoti,bulk_gap,gap,efm
110,571065,1,4,4,4.0,0.0,4,4,4.0,0.0,1.54,1.54,1.54,0.0,658.8,658.8,658.8,0.0,4,17,2.96,1139.9,4,7,2.3716,1755.4460000000001,1755.4460000000001,2.3716,2.3716,1299372.01,16,3081590.659,3081590.659,7021.784000000001,7021.784000000001,3081590.659,0.0,2.15966853,0.732138,2.5347150000000003
111,571091,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260653,1.924663
112,571096,1,4,4,4.0,0.0,8,8,8.0,0.0,1.83,1.83,1.83,0.0,762.5,762.5,762.5,0.0,3,17,3.16,1251.2,8,7,3.3489,2289.696,2289.696,3.3489,3.3489,1565501.44,16,5242707.772,5242707.772,9158.784,9158.784,5242707.772,1.0,0.0,1.252423,5.216443
113,571122,1,4,4,4.0,0.0,8,8,8.0,0.0,1.83,1.83,1.83,0.0,762.5,762.5,762.5,0.0,5,17,2.66,1008.4,8,7,3.3489,1845.372,1845.372,3.3489,3.3489,1016870.56,16,3405397.818,3405397.818,7381.488,7381.488,3405397.818,1.0,0.0,0.9944299999999999,3.80315
114,571136,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2603,1.9201689999999998
115,571197,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261154,1.924663
116,571225,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.724684944,2.261324,1.9244119999999998
117,571279,1,5,5,5.0,0.0,4,4,4.0,0.0,1.33,1.33,1.33,0.0,640.1,640.1,640.1,0.0,5,17,2.66,1008.4,4,7,1.7689,1341.172,1341.172,1.7689,1.7689,1016870.56,25,1798742.334,1798742.334,6705.86,6705.86,1798742.334,1.0,0.0,0.444701,0.94401
118,571442,1,5,5,5.0,0.0,3,3,3.0,0.0,1.22,1.22,1.22,0.0,600.0,600.0,600.0,0.0,5,17,2.66,1008.4,3,7,1.4884,1230.248,1230.248,1.4884,1.4884,1016870.56,25,1513510.142,1513510.142,6151.24,6151.24,1513510.142,1.0,0.0,2.594241,0.823649
119,571514,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260976,1.92176
120,571519,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260866,1.919118
121,571535,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260455,1.9270759999999998
122,571538,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.260826,1.914666
123,571539,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261275,1.922061
124,571558,1,6,6,6.0,0.0,12,12,12.0,0.0,2.0,2.0,2.0,0.0,1007.1,1007.1,1007.1,0.0,4,17,2.96,1139.9,12,7,4.0,2279.8,2279.8,4.0,4.0,1299372.01,36,5197488.04,5197488.04,13678.8,13678.8,5197488.04,0.0,1.55225812,1.9417970000000002,3.056905
125,571559,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.25996,1.914168
126,571567,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.758635614,2.260863,1.9167880000000002
127,571568,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260205,1.911558
128,571569,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2616009999999998,1.924162
129,571578,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.2610959999999998,1.9175369999999998
130,571579,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7470201740000001,2.261404,1.9275779999999998
131,571583,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.261396,1.9212599999999997
132,571592,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7249647140000001,2.2610650000000003,1.924914
133,571593,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7019710440000001,2.262163,1.924914
134,571595,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.711755884,2.261261,1.9244119999999998
135,571603,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.261882,1.930807
136,571605,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.261186,1.925466
137,571607,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.26113,1.916538
138,571613,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.2613689999999997,1.92176
139,571615,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7120791940000001,2.261625,1.924663
140,571616,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.765022194,2.261132,1.924663
141,571635,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7524856240000001,2.260275,1.92176
142,571646,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.2613369999999997,1.926073
143,571654,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.26131,1.9244119999999998
144,571660,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7219581740000001,2.261232,1.924914
145,571667,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7189533140000001,2.261334,1.92176
146,571668,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.261371,1.924663
147,573588,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.265326,1.9244119999999998
148,573608,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.262489,0.71765
149,574663,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.259626,0.723829
150,582619,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.274596,1.62678
151,583753,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,2.07669804,2.260909,1.9204189999999999
152,684640,1,5,5,5.0,0.0,6,6,6.0,0.0,2.16,2.0,2.16,0.0,684.3,684.3,684.3,0.0,3,17,3.16,1251.2,6,7,4.6656,2702.592,2702.592,4.6656,4.6656,1565501.44,25,7304003.517999999,7304003.517999999,13512.96,13512.96,7304003.517999999,1.0,0.0,0.820177,0.748545
153,695850,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,3,17,3.16,1251.2,12,7,2.8561,2114.528,2114.528,2.8561,2.8561,1565501.44,25,4471228.663,4471228.663,10572.64,10572.64,4471228.663,0.0,2.1513362000000003,3.670057,1.9453
154,715324,1,4,4,4.0,0.0,10,10,10.0,0.0,1.91,1.91,1.91,0.0,737.1,737.1,737.1,0.0,2,16,3.44,1313.9,10,6,3.6481,2509.549,2509.549,3.6481,3.6481,1726333.21,16,6297836.182999999,6297836.182999999,10038.196,10038.196,6297836.182999999,0.0,2.1513362000000003,1.6355030000000002,2.827157
155,715436,1,4,4,4.0,0.0,10,10,10.0,0.0,1.91,1.91,1.91,0.0,737.1,737.1,737.1,0.0,2,16,3.44,1313.9,10,6,3.6481,2509.549,2509.549,3.6481,3.6481,1726333.21,16,6297836.182999999,6297836.182999999,10038.196,10038.196,6297836.182999999,0.0,2.1513362000000003,1.625925,2.112016
156,752602,1,6,6,6.0,0.0,15,15,15.0,0.0,2.02,2.0,2.02,0.0,703.0,703.0,703.0,0.0,4,17,2.96,1139.9,5,7,4.0804,2302.598,2302.598,4.0804,4.0804,1299372.01,36,5301957.55,5301957.55,13815.588,13815.588,5301957.55,0.0,2.22577663,2.9333650000000002,2.0447189999999997
157,754815,1,5,5,5.0,0.0,3,3,3.0,0.0,1.22,1.22,1.22,0.0,600.0,600.0,600.0,0.0,4,17,2.96,1139.9,3,7,1.4884,1390.6779999999999,1390.6779999999999,1.4884,1.4884,1299372.01,25,1933985.3,1933985.3,6953.39,6953.39,1933985.3,0.0,3.26133092,3.698336,0.969967
158,765838,1,4,4,4.0,0.0,9,8,8.666667,0.22222199999999998,1.88,1.83,1.8633330000000001,0.000556,762.5,760.4,761.1,0.98,2,16,3.44,1313.9,9,6,3.50306604,2470.132,2448.233229,3.5344,3.472009869,1726333.21,16,6101552.097,5993845.942000001,9880.528,9792.932915000001,6047459.242000001,1.0,0.0,0.052992,6.763242
159,767158,1,4,4,4.0,0.0,7,6,6.6666669999999995,0.22222199999999998,1.66,1.55,1.586667,0.002689,717.3,652.9,695.833333,921.6355560000001,2,16,3.44,1313.9,7,6,2.63386722,2181.074,2084.721771,2.7556,2.517512169,1726333.21,16,4757083.7930000005,4346064.864,8724.296,8338.887085,4546932.453,1.0,0.0,0.031316000000000004,3.859871
160,769218,1,4,3,3.333333,0.22222199999999998,15,10,13.333332999999998,5.555556,2.19,1.91,2.0966669999999996,0.017422,1011.8,737.1,920.233333,16768.90889,3,16,2.58,999.6,10,6,4.59170073,2189.124,2095.828333,4.7961,4.396012509,999200.16,9,4792263.887,4392496.402,6567.371999999999,6287.485,4588028.103999999,1.0,0.0,0.439226,0.535559
161,771676,1,5,4,4.5,0.25,15,7,11.0,16.0,2.05,1.55,1.8,0.0625,834.0,717.3,775.65,3404.7225,2,16,3.44,1313.9,5,6,3.69,2693.495,2365.02,4.2025,3.24,1726333.21,16,7254915.315,5593319.6,10773.98,9460.08,6370169.545,0.0,1.4590576640000001,0.11522400000000001,2.134992
162,985829,1,6,6,6.0,0.0,4,4,4.0,0.0,1.3,1.3,1.3,0.0,658.5,658.5,658.5,0.0,3,16,2.58,999.6,4,6,1.69,1299.48,1299.48,1.69,1.69,999200.16,36,1688648.27,1688648.27,7796.88,7796.88,1688648.27,1.0,0.0,0.7386,0.33414699999999997
163,997025,1,6,6,6.0,0.0,14,14,14.0,0.0,2.33,2.0,2.33,0.0,715.6,715.6,715.6,0.0,2,16,3.44,1313.9,4,6,5.4289,3061.387,3061.387,5.4289,5.4289,1726333.21,36,9372090.364,9372090.364,18368.322,18368.322,9372090.364,1.0,0.0,0.217768,3.1118639999999997
164,997051,1,5,5,5.0,0.0,10,10,10.0,0.0,2.2,2.0,2.2,0.0,804.4,804.4,804.4,0.0,2,16,3.44,1313.9,10,6,4.84,2890.58,2890.58,4.84,4.84,1726333.21,25,8355452.7360000005,8355452.7360000005,14452.9,14452.9,8355452.7360000005,1.0,0.0,1.753004,2.3972450000000003
165,999267,1,5,5,5.0,0.0,14,14,14.0,0.0,1.96,1.96,1.96,0.0,708.6,708.6,708.6,0.0,3,16,2.58,999.6,4,6,3.8416,1959.2160000000001,1959.2160000000001,3.8416,3.8416,999200.16,25,3838527.335,3838527.335,9796.08,9796.08,3838527.335,1.0,0.0,1.544347,0.704741
