id,const,row_max,row_min,row_ever,row_fangcha,colum_max,colum_min,colum_ever,colum_fangcha,neg_max,neg_min,neg_ever,neg_fangcha,dianli_max,dianli_min,dianli_ever,dianli_fangcha,sur_row,sur_colum,sur_neg,sur_dianli,center_elec_num,sur_elec_num,plus1,plus2,plus3,plus4,plus5,plus6,plus7,plus8,plus9,plus10,plus11,plus12,is_daoti,bulk_gap,gap,efm
570082,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261714,1.924412
570089,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.265887,1.92176
570127,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261062,1.92788
570165,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261721,1.925466
570172,1,6,5,5.5,0.25,17,12,14.5,6.25,2.66,2,2.33,0.1089,1008.4,1007.1,1007.75,0.4225,4,17,2.96,1139.9,12,7,6.1978,3032.134,2655.967,7.0756,5.4289,1299372.01,25,9193836.594,7054160.705,15160.67,13279.835,8053247.844,2,5,1.663311,1.046262
570219,1,5,5,5,0,13,13,13,0,1.78,1.78,1.78,0,558.3,558.3,558.3,0,4,17,2.96,1139.9,3,7,3.1684,2029.022,2029.022,3.1684,3.1684,1299372.01,25,4116930.276,4116930.276,10145.11,10145.11,4116930.276,2,5,2.863319,1.113779
570259,1,3,3,3,0,2,2,2,0,1.31,1.31,1.31,0,737.7,737.7,737.7,0,3,17,3.16,1251.2,2,7,1.7161,1639.072,1639.072,1.7161,1.7161,1565501.44,9,2686557.021,2686557.021,4917.216,4917.216,2686557.021,2,5,5.987821,4.296443
570263,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260953,1.925717
570314,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260133,1.917537
570410,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261262,1.919669
570437,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260513,1.92176
570448,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261607,1.918619
570472,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260811,1.919919
570492,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261248,1.923911
570506,1,5,5,5,0,4,4,4,0,1.33,1.33,1.33,0,640.1,640.1,640.1,0,5,17,2.66,1008.4,4,7,1.7689,1341.172,1341.172,1.7689,1.7689,1016870.56,25,1798742.334,1798742.334,6705.86,6705.86,1798742.334,2,5,0.444142,0.94487
570511,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260764,1.924663
570552,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260405,1.916238
570559,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260874,1.918619
570610,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261745,1.922011
570613,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261061,1.927076
570671,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261109,1.927327
570695,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260082,1.919118
570781,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.26078,1.933746
570882,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.2609,1.922812
570939,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261959,1.930002
570964,1,4,4,4,0,12,12,12,0,1.65,1.65,1.65,0,906.4,906.4,906.4,0,5,17,2.66,1008.4,12,7,2.7225,1663.86,1663.86,2.7225,2.7225,1016870.56,16,2768430.1,2768430.1,6655.44,6655.44,2768430.1,2,5,1.421109,0.944888
570997,1,5,5,5,0,8,8,8,0,2.2,2,2.2,0,710.2,710.2,710.2,0,3,17,3.16,1251.2,8,7,4.84,2752.64,2752.64,4.84,4.84,1565501.44,25,7577026.97,7577026.97,13763.2,13763.2,7577026.97,2,5,0.203294,3.333027
571037,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260839,1.92176
571065,1,4,4,4,0,4,4,4,0,1.54,1.54,1.54,0,658.8,658.8,658.8,0,4,17,2.96,1139.9,4,7,2.3716,1755.446,1755.446,2.3716,2.3716,1299372.01,16,3081590.659,3081590.659,7021.784,7021.784,3081590.659,2,5,0.732138,2.534715
571091,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260653,1.924663
571096,1,4,4,4,0,8,8,8,0,1.83,1.83,1.83,0,762.5,762.5,762.5,0,3,17,3.16,1251.2,8,7,3.3489,2289.696,2289.696,3.3489,3.3489,1565501.44,16,5242707.772,5242707.772,9158.784,9158.784,5242707.772,2,5,1.252423,5.216443
571122,1,4,4,4,0,8,8,8,0,1.83,1.83,1.83,0,762.5,762.5,762.5,0,5,17,2.66,1008.4,8,7,3.3489,1845.372,1845.372,3.3489,3.3489,1016870.56,16,3405397.818,3405397.818,7381.488,7381.488,3405397.818,2,5,0.99443,3.80315
571136,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.2603,1.920169
571197,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261154,1.924663
571225,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261324,1.924412
571279,1,5,5,5,0,4,4,4,0,1.33,1.33,1.33,0,640.1,640.1,640.1,0,5,17,2.66,1008.4,4,7,1.7689,1341.172,1341.172,1.7689,1.7689,1016870.56,25,1798742.334,1798742.334,6705.86,6705.86,1798742.334,2,5,0.444701,0.94401
571442,1,5,5,5,0,3,3,3,0,1.22,1.22,1.22,0,600,600,600,0,5,17,2.66,1008.4,3,7,1.4884,1230.248,1230.248,1.4884,1.4884,1016870.56,25,1513510.142,1513510.142,6151.24,6151.24,1513510.142,2,5,2.594241,0.823649
571514,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260976,1.92176
571519,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260866,1.919118
571535,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260455,1.927076
571538,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260826,1.914666
571539,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261275,1.922061
571558,1,6,6,6,0,12,12,12,0,2,2,2,0,1007.1,1007.1,1007.1,0,4,17,2.96,1139.9,12,7,4,2279.8,2279.8,4,4,1299372.01,36,5197488.04,5197488.04,13678.8,13678.8,5197488.04,2,5,1.941797,3.056905
571559,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.25996,1.914168
571567,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260863,1.916788
571568,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260205,1.911558
571569,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261601,1.924162
571578,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261096,1.917537
571579,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261404,1.927578
571583,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261396,1.92126
571592,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261065,1.924914
571593,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.262163,1.924914
571595,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261261,1.924412
571603,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261882,1.930807
571605,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261186,1.925466
571607,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.26113,1.916538
571613,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261369,1.92176
571615,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261625,1.924663
571616,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261132,1.924663
571635,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260275,1.92176
571646,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261337,1.926073
571654,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.26131,1.924412
571660,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261232,1.924914
571667,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261334,1.92176
571668,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.261371,1.924663
573588,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.265326,1.924412
573608,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.262489,0.71765
574663,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.259626,0.723829
582619,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.274596,1.62678
583753,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,5,17,2.66,1008.4,12,7,2.8561,1704.196,1704.196,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,2,5,2.260909,1.920419
684640,1,5,5,5,0,6,6,6,0,2.16,2,2.16,0,684.3,684.3,684.3,0,3,17,3.16,1251.2,6,7,4.6656,2702.592,2702.592,4.6656,4.6656,1565501.44,25,7304003.518,7304003.518,13512.96,13512.96,7304003.518,2,5,0.820177,0.748545
695850,1,5,5,5,0,12,12,12,0,1.69,1.69,1.69,0,867.8,867.8,867.8,0,3,17,3.16,1251.2,12,7,2.8561,2114.528,2114.528,2.8561,2.8561,1565501.44,25,4471228.663,4471228.663,10572.64,10572.64,4471228.663,2,5,3.670057,1.9453
715324,1,4,4,4,0,10,10,10,0,1.91,1.91,1.91,0,737.1,737.1,737.1,0,2,16,3.44,1313.9,10,6,3.6481,2509.549,2509.549,3.6481,3.6481,1726333.21,16,6297836.183,6297836.183,10038.196,10038.196,6297836.183,2,5,1.635503,2.827157
715436,1,4,4,4,0,10,10,10,0,1.91,1.91,1.91,0,737.1,737.1,737.1,0,2,16,3.44,1313.9,10,6,3.6481,2509.549,2509.549,3.6481,3.6481,1726333.21,16,6297836.183,6297836.183,10038.196,10038.196,6297836.183,2,5,1.625925,2.112016
752602,1,6,6,6,0,15,15,15,0,2.02,2,2.02,0,703,703,703,0,4,17,2.96,1139.9,5,7,4.0804,2302.598,2302.598,4.0804,4.0804,1299372.01,36,5301957.55,5301957.55,13815.588,13815.588,5301957.55,2,5,2.933365,2.044719
754815,1,5,5,5,0,3,3,3,0,1.22,1.22,1.22,0,600,600,600,0,4,17,2.96,1139.9,3,7,1.4884,1390.678,1390.678,1.4884,1.4884,1299372.01,25,1933985.3,1933985.3,6953.39,6953.39,1933985.3,2,5,3.698336,0.969967
765838,1,4,4,4,0,9,8,8.666667,0.222222,1.88,1.83,1.863333,0.000556,762.5,760.4,761.1,0.98,2,16,3.44,1313.9,9,6,3.50306604,2470.132,2448.233229,3.5344,3.472009869,1726333.21,16,6101552.097,5993845.942,9880.528,9792.932915,6047459.242,2,5,0.052992,6.763242
767158,1,4,4,4,0,7,6,6.666667,0.222222,1.66,1.55,1.586667,0.002689,717.3,652.9,695.833333,921.635556,2,16,3.44,1313.9,7,6,2.63386722,2181.074,2084.721771,2.7556,2.517512169,1726333.21,16,4757083.793,4346064.864,8724.296,8338.887085,4546932.453,2,5,0.031316,3.859871
769218,1,4,3,3.333333,0.222222,15,10,13.333333,5.555556,2.19,1.91,2.096667,0.017422,1011.8,737.1,920.233333,16768.90889,3,16,2.58,999.6,10,6,4.59170073,2189.124,2095.828333,4.7961,4.396012509,999200.16,9,4792263.887,4392496.402,6567.372,6287.485,4588028.104,2,5,0.439226,0.535559
771676,1,5,4,4.5,0.25,15,7,11,16,2.05,1.55,1.8,0.0625,834,717.3,775.65,3404.7225,2,16,3.44,1313.9,5,6,3.69,2693.495,2365.02,4.2025,3.24,1726333.21,16,7254915.315,5593319.6,10773.98,9460.08,6370169.545,2,5,0.115224,2.134992
985829,1,6,6,6,0,4,4,4,0,1.3,1.3,1.3,0,658.5,658.5,658.5,0,3,16,2.58,999.6,4,6,1.69,1299.48,1299.48,1.69,1.69,999200.16,36,1688648.27,1688648.27,7796.88,7796.88,1688648.27,2,5,0.7386,0.334147
997025,1,6,6,6,0,14,14,14,0,2.33,2,2.33,0,715.6,715.6,715.6,0,2,16,3.44,1313.9,4,6,5.4289,3061.387,3061.387,5.4289,5.4289,1726333.21,36,9372090.364,9372090.364,18368.322,18368.322,9372090.364,2,5,0.217768,3.111864
997051,1,5,5,5,0,10,10,10,0,2.2,2,2.2,0,804.4,804.4,804.4,0,2,16,3.44,1313.9,10,6,4.84,2890.58,2890.58,4.84,4.84,1726333.21,25,8355452.736,8355452.736,14452.9,14452.9,8355452.736,2,5,1.753004,2.397245
999267,1,5,5,5,0,14,14,14,0,1.96,1.96,1.96,0,708.6,708.6,708.6,0,3,16,2.58,999.6,4,6,3.8416,1959.216,1959.216,3.8416,3.8416,999200.16,25,3838527.335,3838527.335,9796.08,9796.08,3838527.335,2,5,1.544347,0.704741
